Date,ZN=F,ZF=F,ZT=F,ZB=F,UB=F,TN=F
2024-01-10 02:00:00+00:00,111.921875,108.1171875,102.70703125,122.3125,129.6875,116.4375
2024-01-10 03:00:00+00:00,111.921875,108.1328125,102.71484375,122.3125,129.6875,116.4375
2024-01-10 04:00:00+00:00,111.953125,108.140625,102.71875,122.34375,129.78125,116.453125
2024-01-10 05:00:00+00:00,111.90625,108.1171875,102.7109375,122.25,129.59375,116.40625
2024-01-10 06:00:00+00:00,111.90625,108.125,102.7109375,122.25,129.59375,116.40625
2024-01-10 07:00:00+00:00,112.03125,108.1953125,102.734375,122.5,129.90625,116.578125
2024-01-10 08:00:00+00:00,112.078125,108.203125,102.73046875,122.65625,130.25,116.640625
2024-01-10 09:00:00+00:00,112.125,108.25,102.74609375,122.75,130.34375,116.71875
2024-01-10 10:00:00+00:00,112.125,108.25,102.7421875,122.75,130.34375,116.734375
2024-01-10 11:00:00+00:00,112.0625,108.2109375,102.734375,122.59375,130.09375,116.625
2024-01-10 12:00:00+00:00,112.09375,108.21875,102.7421875,122.59375,130.0625,116.640625
2024-01-10 13:00:00+00:00,112.140625,108.265625,102.765625,122.65625,130.15625,116.703125
2024-01-10 14:00:00+00:00,112.0625,108.2265625,102.75,122.5,129.96875,116.609375
2024-01-10 15:00:00+00:00,112.046875,108.2109375,102.73828125,122.4375,129.90625,116.5625
2024-01-10 16:00:00+00:00,112.0,108.171875,102.72265625,122.34375,129.6875,116.5
2024-01-10 17:00:00+00:00,111.96875,108.1484375,102.71875,122.28125,129.625,116.46875
2024-01-10 18:00:00+00:00,111.875,108.109375,102.69921875,122.125,129.40625,116.359375
2024-01-10 19:00:00+00:00,111.875,108.1015625,102.6875,122.15625,129.46875,116.359375
2024-01-10 20:00:00+00:00,111.8125,108.078125,102.69140625,122.0,129.15625,116.25
2024-01-10 21:00:00+00:00,111.875,108.125,102.703125,122.125,129.34375,116.359375
2024-01-10 23:00:00+00:00,111.90625,108.1328125,102.7109375,122.1875,129.34375,116.375
2024-01-11 00:00:00+00:00,111.9375,108.1640625,102.71875,122.28125,129.46875,116.4375
2024-01-11 01:00:00+00:00,111.953125,108.1640625,102.71484375,122.28125,129.5,116.4375
2024-01-11 02:00:00+00:00,111.890625,108.109375,102.69140625,122.21875,129.46875,116.390625
2024-01-11 03:00:00+00:00,111.890625,108.1171875,102.6953125,122.21875,129.46875,116.375
2024-01-11 04:00:00+00:00,111.90625,108.1328125,102.70703125,122.25,129.5,116.40625
2024-01-11 05:00:00+00:00,111.9375,108.140625,102.7109375,122.3125,129.59375,116.4375
2024-01-11 06:00:00+00:00,112.03125,108.203125,102.7265625,122.46875,129.78125,116.5625
2024-01-11 07:00:00+00:00,112.09375,108.2421875,102.73828125,122.625,129.96875,116.65625
2024-01-11 08:00:00+00:00,112.125,108.25,102.73828125,122.71875,130.1875,116.703125
2024-01-11 09:00:00+00:00,112.109375,108.2265625,102.72265625,122.6875,130.0625,116.6875
2024-01-11 10:00:00+00:00,112.109375,108.25,102.734375,122.71875,130.125,116.703125
2024-01-11 11:00:00+00:00,112.171875,108.2734375,102.7421875,122.8125,130.15625,116.78125
2024-01-11 12:00:00+00:00,112.140625,108.265625,102.74609375,122.65625,130.03125,116.703125
2024-01-11 13:00:00+00:00,111.640625,107.953125,102.63671875,121.53125,128.46875,116.015625
2024-01-11 14:00:00+00:00,111.921875,108.1640625,102.734375,121.9375,128.9375,116.34375
2024-01-11 15:00:00+00:00,111.96875,108.2265625,102.76953125,121.96875,129.03125,116.40625
2024-01-11 16:00:00+00:00,111.90625,108.1953125,102.765625,121.84375,128.875,116.3125
2024-01-11 17:00:00+00:00,111.859375,108.15625,102.765625,121.8125,128.75,116.234375
2024-01-11 18:00:00+00:00,112.03125,108.25,102.80078125,122.21875,129.1875,116.484375
2024-01-11 19:00:00+00:00,112.34375,108.484375,102.8984375,122.71875,129.84375,116.859375
2024-01-11 20:00:00+00:00,112.28125,108.4765625,102.89453125,122.65625,129.75,116.796875
2024-01-11 21:00:00+00:00,112.40625,108.5390625,102.921875,122.875,130.0,116.9375
2024-01-11 23:00:00+00:00,112.421875,108.546875,102.921875,122.9375,130.09375,116.96875
2024-01-12 00:00:00+00:00,112.3125,108.46875,102.8828125,122.78125,129.875,116.859375
2024-01-12 01:00:00+00:00,112.296875,108.4453125,102.87109375,122.75,129.875,116.8125
2024-01-12 02:00:00+00:00,112.3125,108.4609375,102.8828125,122.84375,130.0,116.859375
2024-01-12 03:00:00+00:00,112.328125,108.453125,102.875,122.84375,129.9375,116.859375
2024-01-12 04:00:00+00:00,112.3125,108.4453125,102.87109375,122.8125,129.9375,116.828125
2024-01-12 05:00:00+00:00,112.234375,108.4140625,102.86328125,122.65625,129.75,116.75
2024-01-12 06:00:00+00:00,112.296875,108.4453125,102.875,122.75,129.84375,116.8125
2024-01-12 07:00:00+00:00,112.203125,108.375,102.83984375,122.59375,129.71875,116.703125
2024-01-12 08:00:00+00:00,112.359375,108.484375,102.8828125,122.9375,130.09375,116.921875
2024-01-12 09:00:00+00:00,112.234375,108.40625,102.86328125,122.65625,129.75,116.75
2024-01-12 10:00:00+00:00,112.28125,108.4453125,102.88671875,122.71875,129.78125,116.8125
2024-01-12 11:00:00+00:00,112.1875,108.390625,102.86328125,122.46875,129.375,116.65625
2024-01-12 12:00:00+00:00,112.171875,108.3828125,102.86328125,122.46875,129.375,116.640625
2024-01-12 13:00:00+00:00,112.4375,108.65625,103.02734375,122.71875,129.53125,116.90625
2024-01-12 14:00:00+00:00,112.671875,108.796875,103.0859375,123.21875,130.28125,117.234375
2024-01-12 15:00:00+00:00,112.609375,108.765625,103.0859375,122.875,129.8125,117.109375
2024-01-12 16:00:00+00:00,112.546875,108.734375,103.078125,122.75,129.5625,117.03125
2024-01-12 17:00:00+00:00,112.4375,108.65625,103.0546875,122.5625,129.34375,116.875
2024-01-12 18:00:00+00:00,112.46875,108.6796875,103.07421875,122.6875,129.40625,116.9375
2024-01-12 19:00:00+00:00,112.609375,108.7734375,103.1171875,122.875,129.53125,117.078125
2024-01-12 20:00:00+00:00,112.578125,108.734375,103.09765625,122.90625,129.5,117.078125
2024-01-12 21:00:00+00:00,112.625,108.7734375,103.10546875,123.125,129.90625,117.15625
2024-01-14 23:00:00+00:00,112.421875,108.625,103.03515625,122.84375,129.53125,116.9375
2024-01-15 00:00:00+00:00,112.484375,108.6796875,103.05859375,122.90625,129.59375,117.015625
2024-01-15 01:00:00+00:00,112.515625,108.6875,103.05859375,122.96875,129.6875,117.0625
2024-01-15 02:00:00+00:00,112.546875,108.6796875,103.05859375,123.03125,129.75,117.09375
2024-01-15 03:00:00+00:00,112.515625,108.671875,103.05078125,123.0625,129.78125,117.078125
2024-01-15 04:00:00+00:00,112.484375,108.6640625,103.05859375,122.96875,129.65625,117.03125
2024-01-16 05:00:00+00:00,112.203125,108.484375,102.98046875,122.25,128.75,116.59375
2024-01-16 06:00:00+00:00,112.21875,108.4921875,102.98046875,122.28125,128.8125,116.609375
2024-01-16 07:00:00+00:00,112.203125,108.4921875,102.98046875,122.21875,128.625,116.578125
2024-01-16 08:00:00+00:00,112.203125,108.484375,102.98828125,122.1875,128.65625,116.546875
2024-01-16 09:00:00+00:00,112.203125,108.5,102.9921875,122.21875,128.65625,116.609375
2024-01-16 10:00:00+00:00,112.1875,108.484375,102.9765625,122.21875,128.59375,116.578125
2024-01-16 11:00:00+00:00,112.171875,108.453125,102.97265625,122.125,128.53125,116.515625
2024-01-16 12:00:00+00:00,112.1875,108.4765625,102.984375,122.34375,128.84375,116.609375
2024-01-16 13:00:00+00:00,112.140625,108.46875,103.0,121.90625,128.21875,116.453125
2024-01-16 14:00:00+00:00,112.1875,108.515625,103.01953125,121.84375,128.03125,116.46875
2024-01-16 15:00:00+00:00,112.25,108.578125,103.0546875,121.90625,128.09375,116.546875
2024-01-16 16:00:00+00:00,111.96875,108.3671875,102.953125,121.375,127.5,116.203125
2024-01-16 17:00:00+00:00,111.71875,108.203125,102.89453125,120.84375,126.8125,115.875
2024-01-16 18:00:00+00:00,111.765625,108.2265625,102.90625,120.9375,127.03125,115.921875
2024-01-16 19:00:00+00:00,111.859375,108.3046875,102.9453125,121.0625,127.125,116.015625
2024-01-16 20:00:00+00:00,111.875,108.3125,102.9375,121.0625,127.1875,116.015625
2024-01-16 21:00:00+00:00,111.890625,108.3359375,102.953125,121.15625,127.28125,116.0625
2024-01-16 23:00:00+00:00,111.890625,108.3203125,102.94140625,121.125,127.25,116.0625
2024-01-17 00:00:00+00:00,111.875,108.3203125,102.9453125,121.0625,127.125,116.015625
2024-01-17 01:00:00+00:00,111.953125,108.375,102.96484375,121.28125,127.4375,116.15625
2024-01-17 02:00:00+00:00,111.953125,108.3828125,102.96484375,121.28125,127.375,116.171875
2024-01-17 03:00:00+00:00,111.90625,108.34375,102.94140625,121.21875,127.3125,116.109375
2024-01-17 04:00:00+00:00,111.90625,108.3203125,102.92578125,121.15625,127.25,116.078125
2024-01-17 05:00:00+00:00,111.890625,108.3203125,102.92578125,121.15625,127.21875,116.078125
2024-01-17 06:00:00+00:00,111.921875,108.328125,102.9140625,121.21875,127.34375,116.125
2024-01-17 07:00:00+00:00,111.703125,108.1640625,102.8359375,120.9375,126.96875,115.890625
2024-01-17 08:00:00+00:00,111.765625,108.1875,102.84375,121.15625,127.375,116.015625
2024-01-17 09:00:00+00:00,111.859375,108.21875,102.84765625,121.5,127.875,116.15625
2024-01-17 10:00:00+00:00,111.828125,108.203125,102.8359375,121.375,127.65625,116.0625
2024-01-17 11:00:00+00:00,111.78125,108.1640625,102.828125,121.28125,127.5625,116.046875
2024-01-17 12:00:00+00:00,111.6875,108.109375,102.82421875,121.0625,127.25,115.921875
2024-01-17 13:00:00+00:00,111.453125,107.9375,102.734375,120.59375,126.53125,115.609375
2024-01-17 14:00:00+00:00,111.359375,107.8671875,102.69921875,120.5625,126.46875,115.53125
2024-01-17 15:00:00+00:00,111.453125,107.8984375,102.6953125,120.8125,126.9375,115.65625
2024-01-17 16:00:00+00:00,111.453125,107.8984375,102.66796875,120.90625,127.1875,115.71875
2024-01-17 17:00:00+00:00,111.5,107.9296875,102.6796875,121.03125,127.34375,115.78125
2024-01-17 18:00:00+00:00,111.390625,107.875,102.66796875,120.75,126.9375,115.609375
2024-01-17 19:00:00+00:00,111.421875,107.90625,102.6875,120.78125,126.96875,115.65625
2024-01-17 20:00:00+00:00,111.4375,107.90625,102.69140625,120.78125,127.03125,115.6875
2024-01-17 21:00:00+00:00,111.40625,107.875,102.671875,120.71875,126.90625,115.640625
2024-01-17 23:00:00+00:00,111.421875,107.90625,102.6875,120.71875,126.9375,115.671875
2024-01-18 00:00:00+00:00,111.484375,107.953125,102.7109375,120.84375,127.09375,115.75
2024-01-18 01:00:00+00:00,111.53125,107.984375,102.7265625,120.875,127.125,115.765625
2024-01-18 02:00:00+00:00,111.546875,107.984375,102.7265625,120.96875,127.25,115.8125
2024-01-18 03:00:00+00:00,111.5,107.96875,102.71875,120.875,127.125,115.75
2024-01-18 04:00:00+00:00,111.515625,107.984375,102.72265625,120.875,127.15625,115.765625
2024-01-18 05:00:00+00:00,111.515625,107.9765625,102.71875,120.90625,127.15625,115.765625
2024-01-18 06:00:00+00:00,111.578125,108.015625,102.734375,120.96875,127.25,115.828125
2024-01-18 07:00:00+00:00,111.578125,108.015625,102.7421875,120.96875,127.1875,115.84375
2024-01-18 08:00:00+00:00,111.59375,108.03125,102.75,120.875,127.0625,115.8125
2024-01-18 09:00:00+00:00,111.59375,108.03125,102.74609375,121.0,127.28125,115.875
2024-01-18 10:00:00+00:00,111.578125,108.015625,102.73046875,120.96875,127.21875,115.84375
2024-01-18 11:00:00+00:00,111.546875,108.0078125,102.734375,120.875,127.0625,115.796875
2024-01-18 12:00:00+00:00,111.515625,107.9921875,102.734375,120.8125,126.9375,115.765625
2024-01-18 13:00:00+00:00,111.265625,107.7890625,102.64453125,120.34375,126.40625,115.4375
2024-01-18 14:00:00+00:00,111.359375,107.890625,102.703125,120.46875,126.53125,115.5625
2024-01-18 15:00:00+00:00,111.3125,107.875,102.6953125,120.25,126.1875,115.46875
2024-01-18 16:00:00+00:00,111.265625,107.8515625,102.6953125,120.0,125.78125,115.34375
2024-01-18 17:00:00+00:00,111.1875,107.8046875,102.68359375,119.78125,125.53125,115.25
2024-01-18 18:00:00+00:00,111.265625,107.8671875,102.71484375,119.90625,125.71875,115.34375
2024-01-18 19:00:00+00:00,111.203125,107.8046875,102.6875,119.90625,125.6875,115.28125
2024-01-18 20:00:00+00:00,111.25,107.828125,102.69140625,120.0,125.78125,115.3125
2024-01-18 21:00:00+00:00,111.203125,107.796875,102.69140625,119.96875,125.75,115.28125
2024-01-18 23:00:00+00:00,111.140625,107.765625,102.671875,119.90625,125.625,115.203125
2024-01-19 00:00:00+00:00,111.0625,107.7109375,102.65625,119.625,125.3125,115.0625
2024-01-19 01:00:00+00:00,111.0625,107.71875,102.65625,119.6875,125.40625,115.09375
2024-01-19 02:00:00+00:00,111.140625,107.7578125,102.66796875,119.8125,125.5,115.1875
2024-01-19 03:00:00+00:00,111.125,107.7421875,102.6640625,119.75,125.46875,115.15625
2024-01-19 04:00:00+00:00,111.09375,107.734375,102.65625,119.71875,125.4375,115.125
2024-01-19 05:00:00+00:00,111.0625,107.7109375,102.65234375,119.625,125.34375,115.078125
2024-01-19 06:00:00+00:00,111.078125,107.734375,102.6640625,119.59375,125.28125,115.09375
2024-01-19 07:00:00+00:00,111.171875,107.8046875,102.69140625,119.8125,125.5625,115.234375
2024-01-19 08:00:00+00:00,111.1875,107.7890625,102.6796875,119.8125,125.59375,115.234375
2024-01-19 09:00:00+00:00,111.21875,107.8046875,102.68359375,119.90625,125.75,115.28125
2024-01-19 10:00:00+00:00,111.203125,107.7890625,102.66796875,119.96875,125.875,115.296875
2024-01-19 11:00:00+00:00,111.265625,107.8125,102.66796875,120.1875,126.15625,115.390625
2024-01-19 12:00:00+00:00,111.234375,107.7890625,102.6640625,120.03125,125.90625,115.328125
2024-01-19 13:00:00+00:00,111.140625,107.7109375,102.6171875,119.96875,125.875,115.234375
2024-01-19 14:00:00+00:00,111.0,107.640625,102.59765625,119.65625,125.59375,115.046875
2024-01-19 15:00:00+00:00,111.03125,107.65625,102.609375,119.75,125.6875,115.09375
2024-01-19 16:00:00+00:00,111.0,107.6015625,102.56640625,119.78125,125.75,115.078125
2024-01-19 17:00:00+00:00,111.0625,107.640625,102.5703125,119.96875,126.0,115.203125
2024-01-19 18:00:00+00:00,111.046875,107.625,102.5546875,119.90625,125.90625,115.15625
2024-01-19 19:00:00+00:00,111.125,107.671875,102.57421875,120.0,126.0,115.265625
2024-01-19 20:00:00+00:00,111.203125,107.71875,102.59765625,120.09375,126.125,115.328125
2024-01-19 21:00:00+00:00,111.28125,107.75,102.61328125,120.3125,126.5,115.453125
