Date,HR=F,RX=F
2024-01-17 21:00:00+00:00,,341.1000061035156
2024-01-18 13:00:00+00:00,385.8999938964844,
2024-01-18 14:00:00+00:00,385.8500061035156,339.70001220703125
2024-01-18 15:00:00+00:00,,338.29998779296875
2024-01-18 16:00:00+00:00,,337.79998779296875
2024-01-18 17:00:00+00:00,,336.8999938964844
2024-01-18 18:00:00+00:00,,338.0
2024-01-18 19:00:00+00:00,,338.29998779296875
2024-01-18 20:00:00+00:00,,338.8999938964844
2024-01-19 07:00:00+00:00,386.07000732421875,
2024-01-19 08:00:00+00:00,386.3599853515625,
2024-01-19 14:00:00+00:00,,339.70001220703125
2024-01-19 15:00:00+00:00,,339.1000061035156
2024-01-19 16:00:00+00:00,,339.6000061035156
2024-01-19 17:00:00+00:00,,340.6000061035156
2024-01-19 18:00:00+00:00,,341.70001220703125
2024-01-19 19:00:00+00:00,,342.3999938964844
2024-01-19 20:00:00+00:00,,342.5
2024-01-19 21:00:00+00:00,,339.79998779296875
2024-01-22 12:00:00+00:00,386.69000244140625,
2024-01-22 14:00:00+00:00,,346.29998779296875
2024-01-22 15:00:00+00:00,,345.3999938964844
2024-01-22 16:00:00+00:00,,344.0
2024-01-22 17:00:00+00:00,,343.5
2024-01-22 18:00:00+00:00,,343.0
2024-01-22 19:00:00+00:00,,344.1000061035156
2024-01-22 20:00:00+00:00,,344.20001220703125
2024-01-22 21:00:00+00:00,,344.6000061035156
2024-01-23 08:00:00+00:00,386.8399963378906,
2024-01-23 09:00:00+00:00,387.1600036621094,
2024-01-23 10:00:00+00:00,387.510009765625,
2024-01-23 11:00:00+00:00,387.8399963378906,
2024-01-23 14:00:00+00:00,388.57000732421875,344.6000061035156
2024-01-23 15:00:00+00:00,,342.20001220703125
2024-01-23 16:00:00+00:00,,341.3999938964844
2024-01-23 17:00:00+00:00,389.57000732421875,341.5
2024-01-23 18:00:00+00:00,,341.5
2024-01-23 19:00:00+00:00,,341.8999938964844
2024-01-23 20:00:00+00:00,,341.8999938964844
2024-01-23 21:00:00+00:00,,341.79998779296875
2024-01-24 14:00:00+00:00,,342.1000061035156
2024-01-24 15:00:00+00:00,,339.79998779296875
2024-01-24 16:00:00+00:00,,340.20001220703125
2024-01-24 17:00:00+00:00,390.57000732421875,340.0
2024-01-24 18:00:00+00:00,,338.5
2024-01-24 19:00:00+00:00,,338.1000061035156
2024-01-24 20:00:00+00:00,,337.20001220703125
2024-01-24 21:00:00+00:00,,337.8999938964844
2024-01-25 12:00:00+00:00,388.07000732421875,
2024-01-25 13:00:00+00:00,388.1499938964844,
2024-01-25 14:00:00+00:00,389.0,342.0
2024-01-25 15:00:00+00:00,388.1000061035156,340.3999938964844
2024-01-25 16:00:00+00:00,,341.20001220703125
2024-01-25 17:00:00+00:00,,340.0
2024-01-25 18:00:00+00:00,,341.0
2024-01-25 19:00:00+00:00,,340.0
2024-01-25 20:00:00+00:00,,341.20001220703125
2024-01-25 21:00:00+00:00,,341.20001220703125
2024-01-26 12:00:00+00:00,390.0,
2024-01-26 14:00:00+00:00,,340.29998779296875
2024-01-26 15:00:00+00:00,390.5,340.6000061035156
2024-01-26 16:00:00+00:00,,340.3999938964844
2024-01-26 17:00:00+00:00,,340.29998779296875
2024-01-26 18:00:00+00:00,,340.0
2024-01-26 19:00:00+00:00,,340.5
2024-01-26 20:00:00+00:00,,340.0
2024-01-29 11:00:00+00:00,392.0,
2024-01-29 13:00:00+00:00,393.0,
2024-01-29 14:00:00+00:00,392.3399963378906,340.20001220703125
2024-01-29 15:00:00+00:00,,340.29998779296875
2024-01-29 16:00:00+00:00,392.17999267578125,341.1000061035156
2024-01-29 17:00:00+00:00,,341.1000061035156
2024-01-29 18:00:00+00:00,,340.6000061035156
2024-01-29 19:00:00+00:00,,340.1000061035156
2024-01-29 20:00:00+00:00,,342.79998779296875
2024-01-30 12:00:00+00:00,391.20001220703125,
2024-01-30 13:00:00+00:00,390.2300109863281,
2024-01-30 14:00:00+00:00,389.94000244140625,340.70001220703125
2024-01-30 15:00:00+00:00,389.3399963378906,339.1000061035156
2024-01-30 16:00:00+00:00,,341.1000061035156
2024-01-30 17:00:00+00:00,,340.70001220703125
2024-01-30 18:00:00+00:00,,340.79998779296875
2024-01-30 19:00:00+00:00,,342.0
2024-01-30 20:00:00+00:00,,339.3999938964844
2024-01-30 21:00:00+00:00,,339.8999938964844
2024-01-31 09:00:00+00:00,387.8800048828125,
2024-01-31 14:00:00+00:00,,339.79998779296875
2024-01-31 15:00:00+00:00,,342.6000061035156
2024-01-31 16:00:00+00:00,,341.0
2024-01-31 17:00:00+00:00,,341.5
2024-01-31 18:00:00+00:00,,341.5
2024-01-31 19:00:00+00:00,,340.8999938964844
2024-01-31 20:00:00+00:00,,336.3999938964844
2024-01-31 21:00:00+00:00,,327.29998779296875
2024-02-01 00:00:00+00:00,,330.79998779296875
2024-02-01 10:00:00+00:00,385.3500061035156,
2024-02-01 14:00:00+00:00,,335.6000061035156
2024-02-01 15:00:00+00:00,385.3399963378906,334.70001220703125
2024-02-01 16:00:00+00:00,,335.8999938964844
2024-02-01 17:00:00+00:00,,340.20001220703125
2024-02-01 18:00:00+00:00,,339.70001220703125
2024-02-01 19:00:00+00:00,,340.79998779296875
2024-02-01 20:00:00+00:00,,342.29998779296875
2024-02-01 21:00:00+00:00,,342.29998779296875
2024-02-02 14:00:00+00:00,,334.1000061035156
2024-02-02 15:00:00+00:00,,334.6000061035156
2024-02-02 16:00:00+00:00,,335.29998779296875
2024-02-02 17:00:00+00:00,,334.3999938964844
2024-02-02 18:00:00+00:00,,336.29998779296875
2024-02-02 19:00:00+00:00,,338.3999938964844
2024-02-02 20:00:00+00:00,,337.70001220703125
2024-02-02 21:00:00+00:00,,337.70001220703125
2024-02-05 12:00:00+00:00,387.9200134277344,
2024-02-05 14:00:00+00:00,,332.20001220703125
2024-02-05 15:00:00+00:00,,331.0
2024-02-05 16:00:00+00:00,,331.29998779296875
2024-02-05 17:00:00+00:00,,331.29998779296875
2024-02-05 18:00:00+00:00,,331.8999938964844
2024-02-05 19:00:00+00:00,,332.3999938964844
2024-02-05 20:00:00+00:00,,330.70001220703125
2024-02-05 21:00:00+00:00,,330.70001220703125
2024-02-06 14:00:00+00:00,,334.1000061035156
2024-02-06 15:00:00+00:00,,334.3999938964844
2024-02-06 16:00:00+00:00,,334.70001220703125
2024-02-06 17:00:00+00:00,,335.1000061035156
2024-02-06 18:00:00+00:00,,335.70001220703125
2024-02-06 19:00:00+00:00,,334.6000061035156
2024-02-06 20:00:00+00:00,,335.3999938964844
2024-02-07 14:00:00+00:00,,333.79998779296875
2024-02-07 15:00:00+00:00,,334.6000061035156
2024-02-07 16:00:00+00:00,,335.1000061035156
2024-02-07 17:00:00+00:00,,335.3999938964844
2024-02-07 18:00:00+00:00,,336.29998779296875
2024-02-07 19:00:00+00:00,,336.3999938964844
2024-02-07 20:00:00+00:00,,334.8999938964844
2024-02-07 21:00:00+00:00,,334.6000061035156
2024-02-08 14:00:00+00:00,,336.0
2024-02-08 15:00:00+00:00,,335.5
2024-02-08 16:00:00+00:00,,335.79998779296875
2024-02-08 17:00:00+00:00,,336.3999938964844
2024-02-08 18:00:00+00:00,,337.70001220703125
2024-02-08 19:00:00+00:00,,337.5
2024-02-08 20:00:00+00:00,,337.1000061035156
2024-02-08 21:00:00+00:00,,337.5
2024-02-09 14:00:00+00:00,,336.1000061035156
2024-02-09 15:00:00+00:00,,335.29998779296875
2024-02-09 16:00:00+00:00,,335.20001220703125
2024-02-09 17:00:00+00:00,,335.70001220703125
2024-02-09 18:00:00+00:00,,336.3999938964844
2024-02-09 19:00:00+00:00,,336.70001220703125
2024-02-09 20:00:00+00:00,,337.6000061035156
2024-02-09 21:00:00+00:00,,337.5
2024-02-12 08:00:00+00:00,388.7699890136719,
2024-02-12 14:00:00+00:00,388.7200012207031,338.79998779296875
2024-02-12 15:00:00+00:00,,337.0
2024-02-12 16:00:00+00:00,389.0899963378906,337.79998779296875
2024-02-12 17:00:00+00:00,389.1600036621094,338.5
2024-02-12 18:00:00+00:00,389.239990234375,338.3999938964844
2024-02-12 19:00:00+00:00,,337.3999938964844
2024-02-12 20:00:00+00:00,,337.29998779296875
2024-02-12 21:00:00+00:00,,337.6000061035156
2024-02-13 12:00:00+00:00,389.1199951171875,
2024-02-13 13:00:00+00:00,389.57000732421875,331.70001220703125
2024-02-13 14:00:00+00:00,,326.5
2024-02-13 15:00:00+00:00,,327.5
2024-02-13 16:00:00+00:00,,329.3999938964844
2024-02-13 17:00:00+00:00,,329.20001220703125
2024-02-13 18:00:00+00:00,,328.20001220703125
2024-02-13 19:00:00+00:00,,326.5
2024-02-13 20:00:00+00:00,,330.6000061035156
2024-02-13 21:00:00+00:00,,330.0
2024-02-14 09:00:00+00:00,389.7799987792969,
2024-02-14 12:00:00+00:00,390.3800048828125,
2024-02-14 13:00:00+00:00,390.9100036621094,
2024-02-14 14:00:00+00:00,390.8500061035156,330.8999938964844
2024-02-14 15:00:00+00:00,,331.8999938964844
2024-02-14 16:00:00+00:00,,331.8999938964844
2024-02-14 17:00:00+00:00,,332.5
2024-02-14 18:00:00+00:00,,333.3999938964844
2024-02-14 19:00:00+00:00,,333.70001220703125
2024-02-14 20:00:00+00:00,,333.1000061035156
2024-02-14 21:00:00+00:00,,330.20001220703125
2024-02-15 12:00:00+00:00,390.2799987792969,
2024-02-15 14:00:00+00:00,,339.20001220703125
2024-02-15 15:00:00+00:00,,338.3999938964844
2024-02-15 16:00:00+00:00,,338.1000061035156
2024-02-15 17:00:00+00:00,,339.1000061035156
2024-02-15 18:00:00+00:00,,340.20001220703125
2024-02-15 19:00:00+00:00,,340.1000061035156
2024-02-15 20:00:00+00:00,,340.6000061035156
2024-02-16 14:00:00+00:00,,336.0
2024-02-16 15:00:00+00:00,,337.8999938964844
2024-02-16 16:00:00+00:00,,338.20001220703125
2024-02-16 17:00:00+00:00,,338.29998779296875
2024-02-16 18:00:00+00:00,,338.29998779296875
2024-02-16 19:00:00+00:00,,337.1000061035156
2024-02-16 20:00:00+00:00,,337.1000061035156
2024-02-16 21:00:00+00:00,,336.5
2024-02-20 11:00:00+00:00,390.1600036621094,
2024-02-20 12:00:00+00:00,389.9800109863281,
2024-02-20 13:00:00+00:00,389.95001220703125,
2024-02-20 14:00:00+00:00,389.5400085449219,336.3999938964844
2024-02-20 15:00:00+00:00,,337.3999938964844
2024-02-20 16:00:00+00:00,,336.29998779296875
2024-02-20 17:00:00+00:00,,335.8999938964844
2024-02-20 18:00:00+00:00,,336.0
2024-02-20 19:00:00+00:00,,336.20001220703125
2024-02-20 20:00:00+00:00,,336.3999938964844
2024-02-20 21:00:00+00:00,,336.29998779296875
2024-02-21 13:00:00+00:00,389.4100036621094,
2024-02-21 14:00:00+00:00,389.3699951171875,337.20001220703125
2024-02-21 15:00:00+00:00,389.1000061035156,337.0
2024-02-21 16:00:00+00:00,388.739990234375,337.5
2024-02-21 17:00:00+00:00,,338.0
2024-02-21 18:00:00+00:00,,337.8999938964844
2024-02-21 19:00:00+00:00,,337.8999938964844
2024-02-21 20:00:00+00:00,,338.3999938964844
2024-02-22 07:00:00+00:00,388.239990234375,
2024-02-22 09:00:00+00:00,388.55999755859375,
2024-02-22 11:00:00+00:00,388.5199890136719,
2024-02-22 13:00:00+00:00,388.45001220703125,
2024-02-22 14:00:00+00:00,388.82000732421875,340.29998779296875
2024-02-22 15:00:00+00:00,389.010009765625,338.3999938964844
2024-02-22 16:00:00+00:00,389.010009765625,338.8999938964844
2024-02-22 17:00:00+00:00,,338.79998779296875
2024-02-22 18:00:00+00:00,,339.20001220703125
2024-02-22 19:00:00+00:00,,338.3999938964844
2024-02-22 20:00:00+00:00,,339.0
2024-02-23 07:00:00+00:00,389.1499938964844,
2024-02-23 08:00:00+00:00,389.3999938964844,
2024-02-23 09:00:00+00:00,390.0,
2024-02-23 13:00:00+00:00,389.6600036621094,
2024-02-23 14:00:00+00:00,389.67999267578125,338.8999938964844
2024-02-23 15:00:00+00:00,389.7799987792969,340.3999938964844
2024-02-23 16:00:00+00:00,390.0799865722656,339.29998779296875
2024-02-23 17:00:00+00:00,,340.20001220703125
2024-02-23 18:00:00+00:00,,340.79998779296875
2024-02-23 19:00:00+00:00,,340.0
2024-02-23 20:00:00+00:00,,338.79998779296875
2024-02-23 21:00:00+00:00,,339.1000061035156
2024-02-26 08:00:00+00:00,390.510009765625,
2024-02-26 10:00:00+00:00,390.45001220703125,
2024-02-26 14:00:00+00:00,,339.29998779296875
2024-02-26 15:00:00+00:00,,337.0
2024-02-26 16:00:00+00:00,,336.3999938964844
2024-02-26 17:00:00+00:00,,335.79998779296875
2024-02-26 18:00:00+00:00,,335.1000061035156
2024-02-26 19:00:00+00:00,,335.70001220703125
2024-02-26 20:00:00+00:00,,335.20001220703125
2024-02-27 13:00:00+00:00,391.2900085449219,
2024-02-27 14:00:00+00:00,391.8299865722656,336.79998779296875
2024-02-27 15:00:00+00:00,391.5400085449219,335.6000061035156
2024-02-27 16:00:00+00:00,392.0,335.8999938964844
2024-02-27 17:00:00+00:00,,336.5
2024-02-27 18:00:00+00:00,,335.20001220703125
2024-02-27 19:00:00+00:00,,334.79998779296875
2024-02-27 20:00:00+00:00,,335.5
2024-02-27 21:00:00+00:00,,336.1000061035156
2024-02-28 08:00:00+00:00,392.1199951171875,
2024-02-28 14:00:00+00:00,,334.70001220703125
2024-02-28 15:00:00+00:00,,338.0
2024-02-28 16:00:00+00:00,,338.70001220703125
2024-02-28 17:00:00+00:00,,339.1000061035156
2024-02-28 18:00:00+00:00,,340.70001220703125
2024-02-28 19:00:00+00:00,,339.3999938964844
2024-02-28 20:00:00+00:00,,339.1000061035156
2024-02-28 21:00:00+00:00,,339.0
2024-02-29 14:00:00+00:00,,342.29998779296875
2024-02-29 15:00:00+00:00,394.1700134277344,342.29998779296875
2024-02-29 16:00:00+00:00,394.1700134277344,340.79998779296875
2024-02-29 17:00:00+00:00,393.9100036621094,342.1000061035156
2024-02-29 18:00:00+00:00,,343.1000061035156
2024-02-29 19:00:00+00:00,,342.1000061035156
2024-02-29 20:00:00+00:00,,341.6000061035156
2024-02-29 21:00:00+00:00,,340.20001220703125
2024-03-01 13:00:00+00:00,394.1400146484375,
2024-03-01 14:00:00+00:00,394.04998779296875,339.29998779296875
2024-03-01 15:00:00+00:00,394.07000732421875,342.70001220703125
2024-03-01 16:00:00+00:00,,342.79998779296875
2024-03-01 17:00:00+00:00,,343.20001220703125
2024-03-01 18:00:00+00:00,,342.70001220703125
2024-03-01 19:00:00+00:00,,343.6000061035156
2024-03-01 20:00:00+00:00,,345.6000061035156
2024-03-01 21:00:00+00:00,,345.79998779296875
2024-03-04 07:00:00+00:00,394.4700012207031,
2024-03-04 08:00:00+00:00,395.010009765625,
2024-03-04 11:00:00+00:00,396.010009765625,
2024-03-04 13:00:00+00:00,395.8500061035156,
2024-03-04 14:00:00+00:00,,343.8999938964844
2024-03-04 15:00:00+00:00,,344.3999938964844
2024-03-04 16:00:00+00:00,,346.3999938964844
2024-03-04 17:00:00+00:00,,346.3999938964844
2024-03-04 18:00:00+00:00,,346.8999938964844
2024-03-04 19:00:00+00:00,,348.79998779296875
2024-03-04 20:00:00+00:00,,348.70001220703125
2024-03-04 21:00:00+00:00,,348.70001220703125
2024-03-05 14:00:00+00:00,,348.5
2024-03-05 15:00:00+00:00,394.3900146484375,348.6000061035156
2024-03-05 16:00:00+00:00,,346.79998779296875
2024-03-05 17:00:00+00:00,,346.6000061035156
2024-03-05 18:00:00+00:00,,345.79998779296875
2024-03-05 19:00:00+00:00,,344.20001220703125
2024-03-05 20:00:00+00:00,,344.79998779296875
2024-03-05 21:00:00+00:00,,345.1000061035156
2024-03-06 14:00:00+00:00,,346.3999938964844
2024-03-06 15:00:00+00:00,,345.79998779296875
2024-03-06 16:00:00+00:00,394.9800109863281,346.70001220703125
2024-03-06 17:00:00+00:00,,346.3999938964844
2024-03-06 18:00:00+00:00,,345.29998779296875
2024-03-06 19:00:00+00:00,,346.0
2024-03-06 20:00:00+00:00,,346.3999938964844
2024-03-06 21:00:00+00:00,,346.79998779296875
2024-03-07 14:00:00+00:00,,347.3999938964844
2024-03-07 15:00:00+00:00,,347.29998779296875
2024-03-07 16:00:00+00:00,,345.8999938964844
2024-03-07 17:00:00+00:00,,345.6000061035156
2024-03-07 18:00:00+00:00,,346.3999938964844
2024-03-07 19:00:00+00:00,,345.0
2024-03-07 20:00:00+00:00,,346.29998779296875
2024-03-07 21:00:00+00:00,,346.0
2024-03-08 14:00:00+00:00,,350.3999938964844
2024-03-08 15:00:00+00:00,,350.20001220703125
2024-03-08 16:00:00+00:00,,349.70001220703125
2024-03-08 17:00:00+00:00,,349.20001220703125
2024-03-08 18:00:00+00:00,,349.29998779296875
2024-03-08 19:00:00+00:00,,350.6000061035156
2024-03-08 20:00:00+00:00,,350.29998779296875
2024-03-11 09:00:00+00:00,398.5799865722656,
2024-03-11 10:00:00+00:00,398.6499938964844,
2024-03-11 11:00:00+00:00,398.489990234375,
2024-03-11 12:00:00+00:00,398.5199890136719,
2024-03-11 13:00:00+00:00,399.07000732421875,348.70001220703125
2024-03-11 14:00:00+00:00,395.25,348.6000061035156
2024-03-11 15:00:00+00:00,,348.1000061035156
2024-03-11 16:00:00+00:00,,348.5
2024-03-11 17:00:00+00:00,,348.8999938964844
2024-03-11 18:00:00+00:00,,348.20001220703125
2024-03-11 19:00:00+00:00,,348.79998779296875
2024-03-11 20:00:00+00:00,,350.20001220703125
2024-03-12 13:00:00+00:00,,347.8999938964844
2024-03-12 14:00:00+00:00,,348.3999938964844
2024-03-12 15:00:00+00:00,,348.0
2024-03-12 16:00:00+00:00,,346.0
2024-03-12 17:00:00+00:00,,345.20001220703125
2024-03-12 18:00:00+00:00,,346.79998779296875
2024-03-12 19:00:00+00:00,,349.70001220703125
2024-03-13 13:00:00+00:00,,351.0
2024-03-13 14:00:00+00:00,,350.20001220703125
2024-03-13 15:00:00+00:00,,350.5
2024-03-13 16:00:00+00:00,,349.8999938964844
2024-03-13 17:00:00+00:00,399.4599914550781,349.6000061035156
2024-03-13 18:00:00+00:00,,347.8999938964844
2024-03-13 19:00:00+00:00,,347.8999938964844
2024-03-13 20:00:00+00:00,,348.20001220703125
2024-03-14 13:00:00+00:00,,342.79998779296875
2024-03-14 14:00:00+00:00,,341.8999938964844
2024-03-14 15:00:00+00:00,,341.5
2024-03-14 16:00:00+00:00,,338.70001220703125
2024-03-14 17:00:00+00:00,,340.1000061035156
2024-03-14 18:00:00+00:00,,340.70001220703125
2024-03-14 19:00:00+00:00,,340.5
2024-03-14 20:00:00+00:00,,342.6000061035156
2024-03-15 09:00:00+00:00,397.7900085449219,
2024-03-15 13:00:00+00:00,,340.79998779296875
2024-03-15 14:00:00+00:00,,342.70001220703125
2024-03-15 15:00:00+00:00,,341.0
2024-03-15 16:00:00+00:00,,340.5
2024-03-15 17:00:00+00:00,,341.1000061035156
2024-03-15 18:00:00+00:00,,341.70001220703125
2024-03-15 19:00:00+00:00,,342.0
2024-03-15 20:00:00+00:00,,343.3999938964844
2024-03-18 08:00:00+00:00,396.5799865722656,
2024-03-18 13:00:00+00:00,,342.79998779296875
2024-03-18 14:00:00+00:00,,342.5
2024-03-18 15:00:00+00:00,,343.5
2024-03-18 16:00:00+00:00,,343.29998779296875
2024-03-18 17:00:00+00:00,,343.0
2024-03-18 18:00:00+00:00,,342.20001220703125
2024-03-18 19:00:00+00:00,,341.79998779296875
2024-03-18 20:00:00+00:00,,341.8999938964844
2024-03-19 12:00:00+00:00,398.0400085449219,
2024-03-19 13:00:00+00:00,,341.8999938964844
2024-03-19 14:00:00+00:00,,340.3999938964844
2024-03-19 15:00:00+00:00,,340.79998779296875
2024-03-19 16:00:00+00:00,,341.3999938964844
2024-03-19 17:00:00+00:00,,341.20001220703125
2024-03-19 18:00:00+00:00,,341.6000061035156
2024-03-19 19:00:00+00:00,,341.79998779296875
2024-03-19 20:00:00+00:00,,342.3999938964844
2024-03-20 13:00:00+00:00,,341.3999938964844
2024-03-20 14:00:00+00:00,,341.20001220703125
2024-03-20 15:00:00+00:00,,341.0
2024-03-20 16:00:00+00:00,,341.0
2024-03-20 17:00:00+00:00,,340.3999938964844
2024-03-20 18:00:00+00:00,,343.1000061035156
2024-03-20 19:00:00+00:00,397.8900146484375,343.6000061035156
2024-03-21 12:00:00+00:00,396.6099853515625,
2024-03-21 13:00:00+00:00,,346.70001220703125
2024-03-21 14:00:00+00:00,,346.8999938964844
2024-03-21 15:00:00+00:00,,345.29998779296875
2024-03-21 16:00:00+00:00,,344.20001220703125
2024-03-21 17:00:00+00:00,,343.8999938964844
2024-03-21 18:00:00+00:00,,345.0
2024-03-21 19:00:00+00:00,,345.5
2024-03-21 20:00:00+00:00,,345.20001220703125
2024-03-22 13:00:00+00:00,,344.6000061035156
2024-03-22 14:00:00+00:00,,342.6000061035156
2024-03-22 15:00:00+00:00,,341.6000061035156
2024-03-22 16:00:00+00:00,400.55999755859375,341.0
2024-03-22 17:00:00+00:00,,341.5
2024-03-22 18:00:00+00:00,400.5199890136719,341.8999938964844
2024-03-22 19:00:00+00:00,,341.1000061035156
2024-03-22 20:00:00+00:00,,342.79998779296875
2024-03-25 07:00:00+00:00,400.8900146484375,
2024-03-25 08:00:00+00:00,400.7099914550781,
2024-03-25 11:00:00+00:00,399.6700134277344,
2024-03-25 13:00:00+00:00,,341.6000061035156
2024-03-25 14:00:00+00:00,,341.0
2024-03-25 15:00:00+00:00,,341.0
2024-03-25 16:00:00+00:00,,341.1000061035156
2024-03-25 17:00:00+00:00,,340.79998779296875
2024-03-25 18:00:00+00:00,,339.8999938964844
2024-03-25 19:00:00+00:00,,339.3999938964844
2024-03-25 20:00:00+00:00,,339.3999938964844
2024-03-25 23:00:00+00:00,,338.3999938964844
2024-03-26 12:00:00+00:00,398.94000244140625,
2024-03-26 13:00:00+00:00,,339.6000061035156
2024-03-26 14:00:00+00:00,,340.1000061035156
2024-03-26 15:00:00+00:00,,339.1000061035156
2024-03-26 16:00:00+00:00,,339.3999938964844
2024-03-26 17:00:00+00:00,,339.29998779296875
