Pair,Mode,Sharpe,MaxDD,FinalPnL,PnL_Latent,PnL_Total,Trades,Universe
UNH-PRU,WF,-0.6222084700583568,3370.863651145337,-2614.183169498918,926.1713546510512,-1688.0118148478666,1,INSURANCE
UNH-MET,Static,-0.8455080924615949,5683.142923472885,-3685.715487382177,0.0,-3685.715487382177,3,INSURANCE
UNH-MET,WF,-0.3494826586131818,2231.9790042843533,-835.7436126905236,-1548.8630245884513,-2384.606637278974,1,INSURANCE
UNH-ALL,Static,-0.5934781755533097,3531.242970178078,-1549.053496910676,0.0,-1549.053496910676,3,INSURANCE
UNH-ALL,WF,-0.3218853148422144,2330.9414436921834,-823.662216235479,2819.856548982909,1996.1943327474296,1,INSURANCE
CVS-CI,Static,0.2074666359359774,1115.1716252251078,470.3184194841839,-965.1160267016222,-494.7976072174383,2,INSURANCE
CVS-CI,WF,0.9491693366188876,1324.7150555306182,2921.783850471418,-647.1711697575421,2274.612680713876,2,INSURANCE
CVS-HUM,Static,0.2798848504474711,1276.566621874509,698.0597559257942,-846.3290680288342,-148.26931210303997,2,INSURANCE
CVS-HUM,WF,0.0,0.0,0.0,-1228.3421839635334,-1228.3421839635334,0,INSURANCE
CVS-AFL,Static,0.4517056575305491,974.1836636610932,543.2044667332049,-702.1035473417365,-158.89908060853168,1,INSURANCE
CVS-AFL,WF,0.0,0.0,0.0,0.0,0.0,0,INSURANCE
CVS-PRU,Static,0.2960950092147878,1037.252370740599,284.95127324924084,-1044.4205739633294,-759.4693007140886,2,INSURANCE
CVS-PRU,WF,0.5322053688513558,1024.845398835189,811.5479268049758,0.0,811.5479268049758,1,INSURANCE
CVS-MET,Static,0.2407908813153749,683.2962258615966,235.4921459142797,-1010.649213688874,-775.1570677745942,1,INSURANCE
CVS-MET,WF,0.0,0.0,0.0,0.0,0.0,0,INSURANCE
CVS-ALL,Static,0.2579719352967176,1388.0833830346553,349.2202531349192,-921.5096737760404,-572.2894206411212,1,INSURANCE
CVS-ALL,WF,0.0,0.0,0.0,1425.5049020338522,1425.5049020338522,0,INSURANCE
CI-HUM,Static,0.8015497704409544,1073.198856256209,1680.5060128373998,0.0,1680.5060128373998,4,INSURANCE
CI-HUM,WF,0.100306804751819,2023.7719483930591,281.62823962285734,220.4057501842397,502.033989807097,1,INSURANCE
CI-AFL,Static,0.4879560701800782,1305.4397813311202,1074.6461911667138,0.0,1074.6461911667138,3,INSURANCE
CI-AFL,WF,-0.2381400417374045,2368.917087306504,-780.6919055173954,-568.765447960118,-1349.4573534775134,1,INSURANCE
CI-PRU,Static,-0.0292693957216017,1582.654001031803,-56.62948545400579,0.0,-56.62948545400579,2,INSURANCE
CI-PRU,WF,0.0,0.0,0.0,1104.9387565885545,1104.9387565885545,0,INSURANCE
CI-MET,Static,0.4174927097544632,1302.6336871351768,724.7128434594482,0.0,724.7128434594482,3,INSURANCE
CI-MET,WF,0.1968091130732714,2212.817232910508,557.0102063092014,-85.3225382997421,471.6876680094593,1,INSURANCE
CI-ALL,Static,0.5595525198691794,1192.2600633618774,1079.408309229508,0.0,1079.408309229508,3,INSURANCE
CI-ALL,WF,0.6143476407188841,1260.673055623683,1278.954864025826,-265.7719422821135,1013.1829217437124,1,INSURANCE
HUM-AFL,Static,1.9950903531195672,698.6819798305053,4410.366605824929,0.0,4410.366605824929,6,INSURANCE
HUM-AFL,WF,0.0,0.0,0.0,-281.8395272062643,-281.8395272062643,0,INSURANCE
HUM-PRU,Static,0.6175545566708655,1967.5929790216524,1746.207230730817,0.0,1746.207230730817,5,INSURANCE
HUM-PRU,WF,-1.2331628185358812,3030.015822811328,-2363.9067527738525,2510.6195706680187,146.71281789416616,1,INSURANCE
HUM-MET,Static,-0.2641784272618107,1983.8211470882889,-648.1547677000223,0.0,-648.1547677000223,8,INSURANCE
HUM-MET,WF,0.0,0.0,0.0,-298.99216617452794,-298.99216617452794,0,INSURANCE
HUM-ALL,Static,1.273544918365518,992.156397869675,2921.54033605925,0.0,2921.54033605925,8,INSURANCE
HUM-ALL,WF,-0.8198724087418485,3006.24635101914,-1714.496672933317,0.0,-1714.496672933317,2,INSURANCE
AFL-PRU,Static,-0.3269937252857481,2453.1169656949005,-693.71790297028,198.1939446657313,-495.5239583045487,3,INSURANCE
AFL-PRU,WF,0.9645421834959812,325.44685723777854,929.0932996467272,20.52717526774869,949.6204749144758,1,INSURANCE
AFL-MET,Static,0.5411271623085572,775.3997241727764,700.1019990175953,0.0,700.1019990175953,4,INSURANCE
AFL-MET,WF,-0.5990719011966914,962.30836957968,-592.1361737794438,0.0,-592.1361737794438,1,INSURANCE
AFL-ALL,Static,0.6266883200204049,560.1497336578523,697.1306878340476,0.0,697.1306878340476,4,INSURANCE
AFL-ALL,WF,-0.2010070881228822,934.6109802963484,-195.6512231642433,-340.8017372339469,-536.4529603981902,1,INSURANCE
PRU-MET,Static,0.2403295639116821,1106.588641563079,417.4966074875333,168.89549266815965,586.392100155693,3,INSURANCE
PRU-MET,WF,0.0,0.0,0.0,1047.6745932448207,1047.6745932448207,0,INSURANCE
PRU-ALL,Static,0.3835299600449161,1691.754861082765,1187.6542953464575,0.0,1187.6542953464575,5,INSURANCE
PRU-ALL,WF,0.0,0.0,0.0,437.2793602821895,437.2793602821895,0,INSURANCE
MET-ALL,Static,0.6095583538722169,888.4192127773215,1037.0638175338595,0.0,1037.0638175338595,5,INSURANCE
MET-ALL,WF,-0.2104202585127879,1553.9809974222037,-324.27774617750174,-107.6043276635224,-431.8820738410242,1,INSURANCE
V-MA,Static,0.0760954425572024,384.1712794846164,54.68744131254249,0.0,54.68744131254249,3,PAYMENTS
V-MA,WF,-0.4804094411287283,1468.800748772344,-747.55982631464,0.0,-747.55982631464,1,PAYMENTS
V-PYPL,Static,-0.1996277049424879,1494.1767926598548,-350.74601196885646,0.0,-350.74601196885646,3,PAYMENTS
V-PYPL,WF,0.7177407470022692,1221.2670290890503,1129.9516838570148,0.0,1129.9516838570148,1,PAYMENTS
V-AXP,Static,-0.1687579127222517,960.3090440732608,-213.0019160819493,-217.08729042748283,-430.0892065094321,2,PAYMENTS
V-AXP,WF,0.0,0.0,0.0,309.2341307952915,309.2341307952915,0,PAYMENTS
V-GPN,Static,-1.50874191454303,2416.2617866731644,-1798.1492358439407,0.0,-1798.1492358439407,3,PAYMENTS
V-GPN,WF,0.0,0.0,0.0,-133.4599254335903,-133.4599254335903,0,PAYMENTS
V-FIS,Static,-0.4786797681663268,2590.8481205142048,-940.7567612989784,0.0,-940.7567612989784,2,PAYMENTS
V-FIS,WF,1.0136906918619946,893.4834029260769,1165.2959955757472,0.0,1165.2959955757472,2,PAYMENTS
V-WU,Static,0.5193442020625403,599.4427938603884,655.6367530827849,49.2224778165529,704.8592308993378,4,PAYMENTS
V-WU,WF,-0.742893988691407,2780.216454544377,-2067.8046829435293,-49.05735522557331,-2116.8620381691026,1,PAYMENTS
V-ADP,Static,0.1597490958822468,696.9373895636247,191.240653283731,-99.7362082491356,91.5044450345954,4,PAYMENTS
V-ADP,WF,-0.8270321148410267,862.9386345991327,-765.5173313504096,0.0,-765.5173313504096,1,PAYMENTS
MA-PYPL,Static,-0.1646494831208647,1163.358175866242,-220.4035861680661,0.0,-220.4035861680661,2,PAYMENTS
MA-PYPL,WF,0.6258165275015604,982.2712402689804,863.1875528374353,0.0,863.1875528374353,1,PAYMENTS
MA-AXP,Static,-0.0268397516540221,653.86998599802,-29.303553122098464,-170.47886543029,-199.7824185523885,2,PAYMENTS
MA-AXP,WF,0.0,0.0,0.0,-173.02264091691512,-173.02264091691512,0,PAYMENTS
MA-GPN,Static,0.947120280475183,588.5527326774994,1331.9962938580218,0.0,1331.9962938580218,4,PAYMENTS
MA-GPN,WF,0.0,0.0,0.0,-673.2340371382509,-673.2340371382509,0,PAYMENTS
MA-FIS,Static,-0.1199379681799951,1452.5668544391874,-186.1215074726824,0.0,-186.1215074726824,2,PAYMENTS
MA-FIS,WF,0.0,0.0,0.0,4.076871609167888,4.076871609167888,0,PAYMENTS
MA-WU,Static,0.7545743640647388,431.4803177244596,924.0375651390508,0.0,924.0375651390508,4,PAYMENTS
MA-WU,WF,-0.8149935808815101,2427.7400975615938,-1743.373234888117,0.0,-1743.373234888117,1,PAYMENTS
MA-ADP,Static,1.1462756019152966,239.496185739136,995.1300422018122,-249.3221725248506,745.8078696769617,7,PAYMENTS
MA-ADP,WF,-0.5186725352737989,504.9299015193672,-379.73269191596125,151.272525252125,-228.46016666383625,1,PAYMENTS
PYPL-AXP,Static,0.5563189812400238,1090.8850841761305,1407.8261113791302,21.68169554237161,1429.507806921502,4,PAYMENTS
PYPL-AXP,WF,-0.3999680018708907,2295.366279805455,-896.9639764815727,798.630953936676,-98.33302254489672,1,PAYMENTS
PYPL-GPN,Static,-0.0260214033553371,3534.1403243312343,-112.31411404318048,0.0,-112.31411404318048,3,PAYMENTS
PYPL-GPN,WF,0.3018643531687749,2057.7447573462605,914.4406131236082,0.0,914.4406131236082,1,PAYMENTS
PYPL-FIS,Static,0.5245764472520853,1089.995452955986,1063.7979053597142,437.15063931841576,1500.94854467813,4,PAYMENTS
PYPL-FIS,WF,0.0049098908891194,2454.110634613986,11.003764666136409,14.39985000859193,25.40361467472834,1,PAYMENTS
PYPL-WU,Static,-0.2182591663348708,3108.277310389131,-753.6950288011825,0.0,-753.6950288011825,2,PAYMENTS
PYPL-WU,WF,0.4192652947415902,1889.6635705231824,1078.1157671925662,-398.0028289662847,680.1129382262815,1,PAYMENTS
PYPL-ADP,Static,0.4173477290776192,1064.0820700870083,978.851700763098,0.0,978.851700763098,5,PAYMENTS
PYPL-ADP,WF,-0.4934455137477515,2312.0137484218685,-1034.1160958338792,-469.7150851106583,-1503.8311809445374,1,PAYMENTS
AXP-GPN,Static,0.0130079080845809,1802.6551456881289,26.410880525546247,0.0,26.410880525546247,2,PAYMENTS
AXP-GPN,WF,0.8112024893885622,765.8192614922144,907.0940973502568,0.0,907.0940973502568,1,PAYMENTS
AXP-FIS,Static,-0.2960805534311657,1544.2492682768543,-486.4551142263743,-725.9612902471713,-1212.4164044735455,2,PAYMENTS
AXP-FIS,WF,0.4562253398273799,1143.3664542417737,766.1925951373225,-405.5831366555881,360.6094584817344,2,PAYMENTS
AXP-WU,Static,0.2353735753490011,1119.3864345005315,380.2117123794367,0.0,380.2117123794367,4,PAYMENTS
AXP-WU,WF,-0.5666507695467128,2952.139287038737,-1446.5877649655283,0.0,-1446.5877649655283,1,PAYMENTS
AXP-ADP,Static,0.8563650992512618,695.5130027284229,1035.7494826805091,-596.7404993421362,439.0089833383729,3,PAYMENTS
AXP-ADP,WF,-0.3718134470572501,989.8367642702012,-451.6308539528532,0.0,-451.6308539528532,1,PAYMENTS
GPN-FIS,Static,-0.5033423576276842,2895.941276542448,-1401.2914016903017,0.0,-1401.2914016903017,2,PAYMENTS
GPN-FIS,WF,0.0,0.0,0.0,0.0,0.0,0,PAYMENTS
GPN-WU,Static,0.3283651886649867,1453.7877963471044,743.4594946248632,0.0,743.4594946248632,3,PAYMENTS
GPN-WU,WF,0.9541509316181588,1117.9255777046355,1484.430339109966,0.0,1484.430339109966,1,PAYMENTS
GPN-ADP,Static,-0.4132898634109783,1952.0008972755625,-794.9825742284957,0.0,-794.9825742284957,3,PAYMENTS
GPN-ADP,WF,-0.0037988105765764,1032.6795956136637,-5.492666928729509,-703.6334798257642,-709.1261467544937,1,PAYMENTS
FIS-WU,Static,-0.1518265809123132,2402.122157639737,-577.1950500284945,236.78291794110697,-340.41213208738753,2,PAYMENTS
FIS-WU,WF,0.0463398594342587,1796.741546398525,104.88658785028998,271.6999375927086,376.58652544299855,1,PAYMENTS
FIS-ADP,Static,0.0553542216192682,1473.6292595113223,141.02960313079237,421.5290415898616,562.5586447206539,3,PAYMENTS
FIS-ADP,WF,0.0,0.0,0.0,-200.1827965223397,-200.1827965223397,0,PAYMENTS
WU-ADP,Static,-0.1090559254038557,781.8306358988488,-92.53104815188932,25.07575938972076,-67.45528876216855,5,PAYMENTS
WU-ADP,WF,0.0,0.0,0.0,2508.82249189754,2508.82249189754,0,PAYMENTS
XOM-CVX,Static,0.7881775992430502,553.5993148707153,741.4136690592131,0.0,741.4136690592131,3,OIL_MAJORS
XOM-CVX,WF,0.6143436602426772,379.1730289732864,518.1422431983717,0.0,518.1422431983717,1,OIL_MAJORS
XOM-BP,Static,0.699343027174516,712.0822814171299,1404.9390396515105,0.0,1404.9390396515105,4,OIL_MAJORS
XOM-BP,WF,-0.0774318256425802,1018.0515319476144,-89.28933230534042,0.0,-89.28933230534042,1,OIL_MAJORS
XOM-SHEL,Static,1.061147802072411,590.6056935599065,1114.5367204041895,0.0,1114.5367204041895,5,OIL_MAJORS
XOM-SHEL,WF,0.2397740712854842,354.39359836904407,206.93357420384737,15.838548712966158,222.7721229168136,1,OIL_MAJORS
XOM-TTE,Static,0.8776635447701068,592.286112414788,1344.2033840992406,0.0,1344.2033840992406,5,OIL_MAJORS
XOM-TTE,WF,0.1731260454010785,488.4946615937292,183.31272071990728,0.0,183.31272071990728,1,OIL_MAJORS
XOM-COP,Static,0.5940114033755693,426.6593813127456,736.3506915338833,12.06816563459293,748.4188571684762,3,OIL_MAJORS
XOM-COP,WF,-0.1736866269240332,663.3950554150638,-196.14504228938563,-280.81976896601395,-476.9648112553996,1,OIL_MAJORS
XOM-EOG,Static,0.1508311285415608,520.7886686323702,116.46257856161544,-381.71026866178806,-265.24769010017263,2,OIL_MAJORS
XOM-EOG,WF,-0.7711034003276371,456.6464141559038,-319.99330322921594,-1041.4576000889006,-1361.4509033181166,1,OIL_MAJORS
XOM-SLB,Static,0.6240092280530282,629.5212266038022,1247.460563081665,0.0,1247.460563081665,4,OIL_MAJORS
XOM-SLB,WF,0.5989434585545153,745.2278872946875,967.3432223202444,0.0,967.3432223202444,1,OIL_MAJORS
XOM-OXY,Static,0.8807727158181378,579.6281974663757,1253.2563258278535,0.0,1253.2563258278535,4,OIL_MAJORS
XOM-OXY,WF,-0.8320237279545112,911.238113731471,-760.0208517322365,0.0,-760.0208517322365,1,OIL_MAJORS
XOM-VLO,Static,0.9092037680644152,437.7517607686784,906.0844126462916,0.0,906.0844126462916,3,OIL_MAJORS
XOM-VLO,WF,0.4558956931951952,902.9384146135232,709.4637985140129,0.0,709.4637985140129,2,OIL_MAJORS
CVX-BP,Static,0.795635418384171,770.0965846881014,965.934887742025,0.0,965.934887742025,4,OIL_MAJORS
CVX-BP,WF,0.2990990766221966,737.0400254504073,404.2342072596185,0.0,404.2342072596185,1,OIL_MAJORS
CVX-SHEL,Static,0.5437172692096359,528.5574123293893,663.8145744727843,0.0,663.8145744727843,4,OIL_MAJORS
CVX-SHEL,WF,-0.2765374682681027,1498.0138744978983,-483.9221321570712,0.0,-483.9221321570712,2,OIL_MAJORS
CVX-TTE,Static,0.7087556683580142,659.7991629182575,1050.1679017997276,0.0,1050.1679017997276,3,OIL_MAJORS
CVX-TTE,WF,0.7322661508033794,1002.558192039734,1253.6158088751506,0.0,1253.6158088751506,1,OIL_MAJORS
CVX-COP,Static,1.3893099679430565,540.7262136682161,1839.544062962609,0.0,1839.544062962609,4,OIL_MAJORS
CVX-COP,WF,0.226654049001037,844.3289755735561,269.43976353520566,0.0,269.43976353520566,1,OIL_MAJORS
CVX-EOG,Static,-0.019372254239716,578.1708100737122,-14.506976777068031,0.0,-14.506976777068031,2,OIL_MAJORS
CVX-EOG,WF,1.2146932936718395,233.8853422252857,988.1879894626096,0.0,988.1879894626096,1,OIL_MAJORS
CVX-SLB,Static,0.8689809302046473,844.3444852588984,1495.3208080271909,0.0,1495.3208080271909,3,OIL_MAJORS
CVX-SLB,WF,0.0,0.0,0.0,0.0,0.0,0,OIL_MAJORS
CVX-OXY,Static,1.10443810653089,618.457811452163,1778.184327567887,0.0,1778.184327567887,4,OIL_MAJORS
CVX-OXY,WF,0.0541282840240373,1177.2356755532032,73.40047000822213,0.0,73.40047000822213,1,OIL_MAJORS
CVX-VLO,Static,1.0612360123738958,518.1984800080199,1369.621649657352,0.0,1369.621649657352,5,OIL_MAJORS
CVX-VLO,WF,0.6647151894520712,845.8307151062804,800.1993024404203,0.0,800.1993024404203,1,OIL_MAJORS
BP-SHEL,Static,-0.1240074246110729,930.8466539199676,-147.80189484043237,0.0,-147.80189484043237,3,OIL_MAJORS
BP-SHEL,WF,0.4278734165601614,1337.721267857812,769.2139263017193,0.0,769.2139263017193,2,OIL_MAJORS
BP-TTE,Static,0.8309054757718701,560.2378848840864,832.3944831384698,0.0,832.3944831384698,4,OIL_MAJORS
BP-TTE,WF,1.2716758442237288,300.4981381161388,1060.255378394183,0.0,1060.255378394183,1,OIL_MAJORS
BP-COP,Static,-0.0470796756691307,1594.938439894663,-67.20183048023506,-268.74044787176547,-335.9422783520005,3,OIL_MAJORS
BP-COP,WF,0.4119115514387987,1003.9106977978216,503.5471914136947,-192.28734303357223,311.25984838012243,1,OIL_MAJORS
BP-EOG,Static,-0.2965960412143363,1913.7792833398544,-489.82932644673537,-278.06555182710235,-767.8948782738378,2,OIL_MAJORS
BP-EOG,WF,-0.4759515009971278,2498.2172070984075,-1327.2266907104877,0.0,-1327.2266907104877,1,OIL_MAJORS
BP-SLB,Static,0.2897224516804281,1320.8860806520006,377.5155867055986,-219.0518969775668,158.4636897280318,2,OIL_MAJORS
BP-SLB,WF,0.5629531225361852,837.7105822548895,812.5385165855371,-777.6541696890324,34.88434689650467,1,OIL_MAJORS
BP-OXY,Static,0.1328396762757321,830.5333127608008,196.1665510030716,-283.23157406306416,-87.06502305999254,3,OIL_MAJORS
BP-OXY,WF,0.0,0.0,0.0,1742.1935697438266,1742.1935697438266,0,OIL_MAJORS
BP-VLO,Static,0.7117665626423093,846.4820628017264,962.7242765161574,0.0,962.7242765161574,5,OIL_MAJORS
BP-VLO,WF,0.3145006243199622,981.889752789678,470.33197565803465,0.0,470.33197565803465,1,OIL_MAJORS
SHEL-TTE,Static,1.360363516857861,364.106556749644,1248.0526814136106,-389.97256371530455,858.080117698306,4,OIL_MAJORS
SHEL-TTE,WF,0.0,0.0,0.0,-528.5145807490217,-528.5145807490217,0,OIL_MAJORS
SHEL-COP,Static,0.5812024516759284,1106.3650229028544,1276.3556737052131,0.0,1276.3556737052131,4,OIL_MAJORS
SHEL-COP,WF,0.563235430697723,293.76420259467136,505.903356262841,-852.0771183914816,-346.1737621286406,1,OIL_MAJORS
SHEL-EOG,Static,0.6352468507221699,929.8620060164512,889.8991252194518,-581.9935949450532,307.90553027439853,3,OIL_MAJORS
SHEL-EOG,WF,0.0,0.0,0.0,-1731.8940427377752,-1731.8940427377752,0,OIL_MAJORS
SHEL-SLB,Static,0.3728231838251172,1143.4329871374216,827.6538709849689,0.0,827.6538709849689,3,OIL_MAJORS
SHEL-SLB,WF,0.0,0.0,0.0,-268.3968456254367,-268.3968456254367,0,OIL_MAJORS
SHEL-OXY,Static,0.5843707984080121,1159.3136812394737,1294.5936282232078,0.0,1294.5936282232078,4,OIL_MAJORS
SHEL-OXY,WF,0.0,0.0,0.0,-1326.6198267156592,-1326.6198267156592,0,OIL_MAJORS
SHEL-VLO,Static,0.7504504535318947,442.2424569933303,799.4513488585305,0.0,799.4513488585305,3,OIL_MAJORS
SHEL-VLO,WF,0.7238557378435228,867.7767883909986,921.8742514145656,0.0,921.8742514145656,1,OIL_MAJORS
TTE-COP,Static,-0.0835339817278739,894.5923563129224,-86.8572077031906,-108.43128265481428,-195.28849035800488,2,OIL_MAJORS
TTE-COP,WF,1.2501137003950926,595.5626232922327,1759.8951711452908,0.0,1759.8951711452908,2,OIL_MAJORS
TTE-EOG,Static,-0.0547618299732381,1385.1327650140531,-67.85847145602528,-157.3603874707824,-225.21885892680768,3,OIL_MAJORS
TTE-EOG,WF,-0.3991851606744501,1442.4079481099302,-579.1782675897555,0.0,-579.1782675897555,1,OIL_MAJORS
TTE-SLB,Static,-0.0847669958676916,1081.2123364525005,-115.37956849019552,0.0,-115.37956849019552,2,OIL_MAJORS
TTE-SLB,WF,0.8336118468615661,756.9433484653296,1123.844271672769,167.84865009204842,1291.6929217648176,1,OIL_MAJORS
TTE-OXY,Static,-0.0922214347521262,999.4428329059184,-90.85454597866806,641.0022257967596,550.1476798180915,2,OIL_MAJORS
TTE-OXY,WF,0.0,0.0,0.0,0.0,0.0,0,OIL_MAJORS
TTE-VLO,Static,0.3182776522845304,963.743946052136,369.78622402275687,53.602507074719625,423.38873109747647,3,OIL_MAJORS
TTE-VLO,WF,0.209493042119522,946.8184418262812,299.95056705990925,-452.7890731535573,-152.83850609364805,1,OIL_MAJORS
COP-EOG,Static,-0.169944562535858,797.7712726032327,-163.40537520861483,0.0,-163.40537520861483,3,OIL_MAJORS
COP-EOG,WF,0.0,0.0,0.0,680.8751406875306,680.8751406875306,0,OIL_MAJORS
COP-SLB,Static,0.5486045458943426,599.4164205402064,438.08567295405135,0.0,438.08567295405135,2,OIL_MAJORS
COP-SLB,WF,-0.0035882605282305,1005.1310165264568,-4.729383038850287,0.0,-4.729383038850287,1,OIL_MAJORS
COP-OXY,Static,1.1395044044312823,292.90969744883,895.5196197064906,0.0,895.5196197064906,4,OIL_MAJORS
COP-OXY,WF,0.1214168443945624,606.4222458280684,113.04155957330794,0.0,113.04155957330794,1,OIL_MAJORS
COP-VLO,Static,0.814733904416959,679.0766055052704,1100.5357170996442,-518.2557717491802,582.279945350464,5,OIL_MAJORS
COP-VLO,WF,0.0,0.0,0.0,-1952.005285545817,-1952.005285545817,0,OIL_MAJORS
EOG-SLB,Static,0.5023218763680577,872.5412523498227,957.8729539235356,-75.65591005734467,882.217043866191,4,OIL_MAJORS
EOG-SLB,WF,0.0,0.0,0.0,-413.0962886630173,-413.0962886630173,0,OIL_MAJORS
EOG-OXY,Static,0.4283670810426682,890.3118251964478,806.9051233336689,-94.41034300269418,712.4947803309748,4,OIL_MAJORS
EOG-OXY,WF,-0.0238767945668138,890.060554791492,-39.21238539326387,0.0,-39.21238539326387,1,OIL_MAJORS
EOG-VLO,Static,0.4398812402713881,1148.064823083692,850.0865643871849,-299.3969099291527,550.6896544580322,4,OIL_MAJORS
EOG-VLO,WF,0.4784257202526594,780.2899923256833,788.0898640142933,0.0,788.0898640142933,1,OIL_MAJORS
SLB-OXY,Static,0.6664233187246597,548.1117819671451,684.6499878018008,0.0,684.6499878018008,4,OIL_MAJORS
SLB-OXY,WF,0.0,0.0,0.0,232.23613096761324,232.23613096761324,0,OIL_MAJORS
SLB-VLO,Static,1.6991199750761443,364.8192156855508,1897.9779364734584,-1802.216763231797,95.76117324166104,4,OIL_MAJORS
SLB-VLO,WF,0.0,0.0,0.0,-1726.8704252392886,-1726.8704252392886,0,OIL_MAJORS
OXY-VLO,Static,0.7714696744375407,782.1322951117058,1309.6425220152742,-480.7484481778884,828.8940738373858,6,OIL_MAJORS
OXY-VLO,WF,0.0,0.0,0.0,-1851.75788342114,-1851.75788342114,0,OIL_MAJORS
NEE-ENPH,Static,0.6353731003434121,857.9127488505571,1471.5467435779724,-646.8471398756683,824.6996037023041,2,RENEWABLE_ENERGY
NEE-ENPH,WF,0.2238278538895026,928.1227888673576,217.6242741874437,0.0,217.6242741874437,1,RENEWABLE_ENERGY
NEE-FSLR,Static,0.4487746268835463,1178.089903438151,793.4607236269635,0.0,793.4607236269635,3,RENEWABLE_ENERGY
NEE-FSLR,WF,0.0,0.0,0.0,1055.6525660338664,1055.6525660338664,0,RENEWABLE_ENERGY
NEE-SEDG,Static,0.420537189386105,1169.6625957335175,1021.787657937195,-746.5974898326829,275.19016810451217,3,RENEWABLE_ENERGY
NEE-SEDG,WF,0.4234432540859733,727.9738894821456,661.2851340412482,-541.1973391410285,120.0877949002197,1,RENEWABLE_ENERGY
NEE-RUN,Static,0.6108738001174897,594.1113108487307,1251.150870619516,-88.82008762370188,1162.330782995814,4,RENEWABLE_ENERGY
NEE-RUN,WF,0.0,0.0,0.0,-210.9631814902037,-210.9631814902037,0,RENEWABLE_ENERGY
NEE-PLUG,Static,1.3313020218221128,986.8020441026396,3379.694411374084,-708.6018927100239,2671.09251866406,4,RENEWABLE_ENERGY
NEE-PLUG,WF,0.4846093528657258,1827.843387666352,1256.9062716979993,-381.9147924392617,874.9914792587376,1,RENEWABLE_ENERGY
NEE-BLDP,Static,0.753207828746029,854.5501176786497,1754.014156065001,-769.0934883468511,984.9206677181502,4,RENEWABLE_ENERGY
NEE-BLDP,WF,0.2673077488978584,1230.5472407314346,559.6997150084716,-986.6143709303478,-426.91465592187626,1,RENEWABLE_ENERGY
NEE-BEP,Static,0.9390411635615684,491.8995383024753,1508.4356790531472,185.47423384386312,1693.9099128970104,6,RENEWABLE_ENERGY
NEE-BEP,WF,0.0,0.0,0.0,183.2181293093469,183.2181293093469,0,RENEWABLE_ENERGY
NEE-CWEN,Static,0.7536625603428843,1034.7508115884175,1100.9812359249102,-310.92368828980403,790.0575476351062,4,RENEWABLE_ENERGY
NEE-CWEN,WF,0.0,0.0,0.0,-1003.4629449473226,-1003.4629449473226,0,RENEWABLE_ENERGY
ENPH-FSLR,Static,-0.16662338615627,2432.4155029646336,-485.0222963716855,-3865.010665024168,-4350.032961395853,2,RENEWABLE_ENERGY
ENPH-FSLR,WF,-0.8197894618684486,5632.995490139075,-4637.17532178089,0.0,-4637.17532178089,1,RENEWABLE_ENERGY
ENPH-SEDG,Static,0.1998623172402601,1713.4519919249665,469.6498233481579,-8350.68141068397,-7881.031587335812,1,RENEWABLE_ENERGY
ENPH-SEDG,WF,0.0,0.0,0.0,-6877.568475240203,-6877.568475240203,0,RENEWABLE_ENERGY
ENPH-RUN,Static,-0.4485795015379685,2319.011706247026,-1144.0134724658053,-7806.277231641636,-8950.290704107441,1,RENEWABLE_ENERGY
ENPH-RUN,WF,0.0,0.0,0.0,-4842.128314261946,-4842.128314261946,0,RENEWABLE_ENERGY
ENPH-PLUG,Static,0.5000219861648073,2349.205906016975,1631.584692991242,-5535.1401346624,-3903.5554416711575,3,RENEWABLE_ENERGY
ENPH-PLUG,WF,-0.8855820763513387,4075.855163703472,-3605.2212787716608,-6794.137979518259,-10399.35925828992,1,RENEWABLE_ENERGY
ENPH-BLDP,Static,0.3773216005187036,1645.5837086930503,1235.0102899690933,-7510.246501689338,-6275.236211720245,3,RENEWABLE_ENERGY
ENPH-BLDP,WF,0.9217058240870248,353.69277668370376,897.437754491006,-5841.522933101216,-4944.08517861021,1,RENEWABLE_ENERGY
ENPH-BEP,Static,-0.6754550578093875,6576.513191723288,-3563.326583271304,0.0,-3563.326583271304,3,RENEWABLE_ENERGY
ENPH-BEP,WF,-1.0331196393735995,4371.284615916611,-3887.83449236536,0.0,-3887.83449236536,2,RENEWABLE_ENERGY
ENPH-CWEN,Static,-0.4880519474246315,2278.620544530932,-983.9552601190792,0.0,-983.9552601190792,6,RENEWABLE_ENERGY
ENPH-CWEN,WF,0.0,0.0,0.0,3689.402638871834,3689.402638871834,0,RENEWABLE_ENERGY
FSLR-SEDG,Static,0.2016065454876289,3239.90732010427,961.790130875401,-169.16629537335342,792.6238355020475,2,RENEWABLE_ENERGY
FSLR-SEDG,WF,0.0,0.0,0.0,463.1772758125783,463.1772758125783,0,RENEWABLE_ENERGY
FSLR-RUN,Static,0.7983271202844581,1195.6704381662946,2404.320276226458,0.0,2404.320276226458,3,RENEWABLE_ENERGY
FSLR-RUN,WF,0.4216765454225976,1667.037181636802,1564.1234728980724,0.0,1564.1234728980724,1,RENEWABLE_ENERGY
FSLR-PLUG,Static,0.1397933703596927,2833.70070413858,617.9454635627357,825.6331705503109,1443.5786341130463,2,RENEWABLE_ENERGY
